ano,id_municipio,rede,taxa_alfabetizacao,meta_alfabetizacao_2024,meta_alfabetizacao_2025,meta_alfabetizacao_2026,meta_alfabetizacao_2027,meta_alfabetizacao_2028,meta_alfabetizacao_2029,meta_alfabetizacao_2030,nivel_alfabetizacao,percentual_participacao
2024,3539608,Municipal,83.68,75.35,76.17,76.98,77.76,78.53,79.27,80,5,90.91
2024,3204807,Municipal,62.35,75.36,76.18,76.98,77.77,78.53,79.27,80,3,89.38
2023,3204807,Municipal,74.5,75.36,76.18,76.98,77.77,78.53,79.27,80,4,90.07
2024,3204955,Municipal,89.65,75.39,76.21,77,77.78,78.54,79.28,80,5,88.03
2023,3204955,Municipal,74.6,75.39,76.21,77,77.78,78.54,79.28,80,4,92.62
2024,3200706,Municipal,77.52,75.4,76.22,77.01,77.79,78.54,79.28,80,4,91.13
2023,3200706,Municipal,74.6,75.4,76.22,77.01,77.79,78.54,79.28,80,4,92.31
2024,4121802,Municipal,85.68,75.41,76.22,77.02,77.79,78.55,79.28,80,5,90.51
2023,3205150,Municipal,74.6,75.41,76.22,77.02,77.79,78.55,79.28,80,4,90.48
2023,4121802,Municipal,74.6,75.41,76.22,77.02,77.79,78.55,79.28,80,4,94.77
2024,3205150,Municipal,61.4,75.41,76.22,77.02,77.79,78.55,79.28,80,3,91.18
2024,3305703,Municipal,75.43,,76.25,77.04,77.81,78.56,79.29,80,4,87.01
2023,3305703,Municipal,,,76.25,77.04,77.81,78.56,79.29,80,,
2024,3204351,Municipal,83.06,75.44,76.25,77.04,77.81,78.56,79.29,80,5,90.6
2023,4106308,Municipal,74.6,75.44,76.25,77.04,77.81,78.56,79.29,80,4,86.78
2024,4106308,Municipal,85.26,75.44,76.25,77.04,77.81,78.56,79.29,80,5,86.42
2023,3204351,Municipal,74.6,75.44,76.25,77.04,77.81,78.56,79.29,80,4,89.71
2023,2614402,Municipal,74.6,75.45,76.26,77.04,77.81,78.56,79.29,80,4,96.67
2024,2614402,Municipal,93.99,75.45,76.26,77.04,77.81,78.56,79.29,80,5,94.59
2024,4311403,Municipal,47.5,75.49,76.28,77.06,77.82,78.57,79.29,80,1,88.13
2023,4311403,Municipal,74.7,75.49,76.28,77.06,77.82,78.57,79.29,80,4,86.95
2023,4125753,Municipal,74.7,75.54,76.32,77.1,77.85,78.58,79.3,80,4,88.61
2024,4125753,Municipal,80.66,75.54,76.32,77.1,77.85,78.58,79.3,80,5,83.95
2024,4100707,Municipal,64.66,75.54,76.32,77.1,77.85,78.58,79.3,80,3,95.42
2023,4100707,Municipal,74.7,75.54,76.32,77.1,77.85,78.58,79.3,80,4,90
2024,3151305,Municipal,87.11,75.54,76.33,77.1,77.85,78.59,79.3,80,5,93.28
2023,3122504,Municipal,74.7,75.54,76.33,77.1,77.85,78.59,79.3,80,4,100
2023,3151305,Municipal,74.7,75.54,76.33,77.1,77.85,78.59,79.3,80,4,96.69
2024,3122504,Municipal,73.35,75.54,76.33,77.1,77.85,78.59,79.3,80,4,88.46
2024,2308401,Municipal,82.37,75.55,76.34,77.11,77.86,78.59,79.3,80,5,98.51
2023,2308401,Municipal,74.8,75.55,76.34,77.11,77.86,78.59,79.3,80,4,93.14
2024,4320552,Municipal,46.2,75.57,76.35,77.12,77.86,78.59,79.31,80,1,100
2023,4320552,Municipal,74.8,75.57,76.35,77.12,77.86,78.59,79.31,80,4,96
2023,4103040,Municipal,74.8,75.58,76.36,77.12,77.87,78.6,79.31,80,4,86.67
2024,4103040,Municipal,60.49,75.58,76.36,77.12,77.87,78.6,79.31,80,3,87.67
2024,3142809,Municipal,56.72,75.58,76.36,77.12,77.87,78.6,79.31,80,2,91.98
2023,3142809,Municipal,74.8,75.58,76.36,77.12,77.87,78.6,79.31,80,4,91.67
2024,1100148,Municipal,75.61,75.6,76.38,77.14,77.88,78.6,79.31,80,4,93.39
2023,2111409,Municipal,74.8,75.6,76.38,77.14,77.88,78.6,79.31,80,4,90.96
2024,2111409,Municipal,70.44,75.6,76.38,77.14,77.88,78.6,79.31,80,4,88
2023,1100148,Municipal,74.8,75.6,76.38,77.14,77.88,78.6,79.31,80,4,93.91
2024,3527504,Municipal,75,75.65,76.41,77.16,77.9,78.62,79.32,80,4,100
2023,3527504,Municipal,74.9,75.65,76.41,77.16,77.9,78.62,79.32,80,4,96
2023,3163805,Municipal,74.9,75.65,76.42,77.17,77.9,78.62,79.32,80,4,90.57
2024,3163805,Municipal,78.02,75.65,76.42,77.17,77.9,78.62,79.32,80,4,98.55
2023,3104601,Municipal,74.9,75.66,76.43,77.18,77.91,78.62,79.32,80,4,93.28
2024,3104601,Municipal,88.29,75.66,76.43,77.18,77.91,78.62,79.32,80,5,94.62
2024,2610509,Municipal,76.23,75.67,76.43,77.18,77.91,78.62,79.32,80,4,93.49
2023,4118006,Municipal,74.9,75.67,76.43,77.18,77.91,78.62,79.32,80,4,91.36
2024,4118006,Municipal,67.76,75.67,76.43,77.18,77.91,78.62,79.32,80,3,87.28
2023,2610509,Municipal,74.9,75.67,76.43,77.18,77.91,78.62,79.32,80,4,93.27
2024,4300505,Municipal,66.5,75.71,76.47,77.21,77.93,78.64,79.33,80,3,92.42
2023,4300505,Municipal,74.9,75.71,76.47,77.21,77.93,78.64,79.33,80,4,94.92
2023,4128203,Municipal,74.9,75.71,76.47,77.21,77.93,78.64,79.33,80,4,85.02
2024,4128203,Municipal,73.17,75.71,76.47,77.21,77.93,78.64,79.33,80,4,86.44
2024,3135357,Municipal,60.75,75.72,76.48,77.21,77.93,78.64,79.33,80,3,94.87
2023,3135357,Municipal,75,75.72,76.48,77.21,77.93,78.64,79.33,80,4,74.03
2023,2702009,Municipal,75,75.74,76.49,77.22,77.94,78.64,79.33,80,4,96.55
2024,2702009,Municipal,77.24,75.74,76.49,77.22,77.94,78.64,79.33,80,4,94.17
2024,3116407,Municipal,84.7,75.74,76.49,77.22,77.94,78.64,79.33,80,5,90.67
2023,3116407,Municipal,75,75.74,76.49,77.22,77.94,78.64,79.33,80,4,93.85
2023,2919405,Municipal,75,75.76,76.51,77.24,77.95,78.65,79.33,80,4,97.41
2024,3103603,Municipal,57.09,75.76,76.51,77.24,77.95,78.65,79.33,80,2,77.78
2023,4209805,Municipal,75,75.76,76.51,77.24,77.95,78.65,79.33,80,4,74.07
2024,3553658,Municipal,27.27,75.76,76.51,77.24,77.95,78.65,79.33,80,0,84.62
2023,3553658,Municipal,75,75.76,76.51,77.24,77.95,78.65,79.33,80,4,92.86
2024,2504850,Municipal,93.33,75.76,76.51,77.24,77.95,78.65,79.33,80,5,100
2024,2919405,Municipal,65.48,75.76,76.51,77.24,77.95,78.65,79.33,80,3,88.42
2023,3103603,Municipal,75,75.76,76.51,77.24,77.95,78.65,79.33,80,4,100
2024,4316733,Municipal,40.9,75.76,76.51,77.24,77.95,78.65,79.33,80,1,95.65
2024,4320263,Municipal,84.9,75.76,76.51,77.24,77.95,78.65,79.33,80,5,85.37
2023,4316733,Municipal,75,75.76,76.51,77.24,77.95,78.65,79.33,80,4,94.12
2023,2504850,Municipal,75,75.76,76.51,77.24,77.95,78.65,79.33,80,4,94.12
2023,3127388,Municipal,75,75.76,76.51,77.24,77.95,78.65,79.33,80,4,100
2024,4103024,Municipal,93.1,75.76,76.51,77.24,77.95,78.65,79.33,80,5,96.55
2024,3127388,Municipal,80.51,75.76,76.51,77.24,77.95,78.65,79.33,80,5,83.78
2023,4320263,Municipal,75,75.76,76.51,77.24,77.95,78.65,79.33,80,4,100
2024,4209805,Municipal,62.5,75.76,76.51,77.24,77.95,78.65,79.33,80,3,100
2023,4103024,Municipal,75,75.76,76.51,77.24,77.95,78.65,79.33,80,4,100
2024,3108602,Municipal,76.32,75.81,76.55,77.27,77.98,78.67,79.34,80,4,90.48
2023,3108602,Municipal,75.1,75.81,76.55,77.27,77.98,78.67,79.34,80,4,98.53
2024,4305124,Municipal,39.8,75.82,76.56,77.28,77.98,78.67,79.34,80,0,87.23
2023,4305124,Municipal,75.1,75.82,76.56,77.28,77.98,78.67,79.34,80,4,72.09
2023,4305207,Municipal,75.1,75.82,76.56,77.28,77.98,78.67,79.34,80,4,90.32
2024,4305207,Municipal,54,75.82,76.56,77.28,77.98,78.67,79.34,80,2,91
2024,3539202,Municipal,69.44,75.83,76.56,77.28,77.99,78.67,79.34,80,3,87.12
2023,3539202,Municipal,75.1,75.83,76.56,77.28,77.99,78.67,79.34,80,4,92.58
2024,4104659,Municipal,69.2,75.84,76.57,77.29,77.99,78.68,79.35,80,3,88.45
2024,2202604,Municipal,82.63,75.84,76.57,77.29,77.99,78.68,79.35,80,5,98.82
2023,2202604,Municipal,75.1,75.84,76.57,77.29,77.99,78.68,79.35,80,4,94.63
2023,4104659,Municipal,75.1,75.84,76.57,77.29,77.99,78.68,79.35,80,4,89.86
2023,3305133,Municipal,75.1,75.86,76.59,77.3,78,78.68,79.35,80,4,94.32
2024,3305133,Municipal,80.39,75.86,76.59,77.3,78,78.68,79.35,80,5,87.8
2024,2300408,Municipal,75.83,75.88,76.61,77.31,78.01,78.69,79.35,80,4,97.47
2023,2300408,Municipal,75.1,75.88,76.61,77.31,78.01,78.69,79.35,80,4,94.77
2023,3131406,Municipal,75.2,75.9,76.62,77.33,78.02,78.69,79.35,80,4,95
2024,3131406,Municipal,76.42,75.9,76.62,77.33,78.02,78.69,79.35,80,4,88.37
2024,4210555,Municipal,75.96,,76.69,77.38,78.06,78.72,79.37,80,4,86.96
2023,4210555,Municipal,,,76.69,77.38,78.06,78.72,79.37,80,,
2024,2516607,Municipal,67.47,75.99,76.69,77.38,78.06,78.72,79.37,80,3,90.59
2023,2516607,Municipal,75.3,75.99,76.69,77.38,78.06,78.72,79.37,80,4,97.2
2023,4313904,Municipal,75.3,76,76.7,77.39,78.06,78.72,79.37,80,4,91.94
2023,2308302,Municipal,75.3,76,76.7,77.39,78.06,78.72,79.37,80,4,95.31
2024,4313904,Municipal,51.2,76,76.7,77.39,78.06,78.72,79.37,80,2,91.76
2024,2308302,Municipal,79.33,76,76.7,77.39,78.06,78.72,79.37,80,4,96.97
2023,4316105,Municipal,75.3,76.01,76.71,77.4,78.07,78.73,79.37,80,4,87.8
2024,4114609,Municipal,76.44,76.01,76.71,77.4,78.07,78.73,79.37,80,4,87.87
2024,2303907,Municipal,91.5,76.01,76.71,77.4,78.07,78.73,79.37,80,5,100
2024,4316105,Municipal,53.7,76.01,76.71,77.4,78.07,78.73,79.37,80,2,92.06
2023,4114609,Municipal,75.3,76.01,76.71,77.4,78.07,78.73,79.37,80,4,90
2023,2303907,Municipal,75.3,76.01,76.71,77.4,78.07,78.73,79.37,80,4,97.83
2023,4305306,Municipal,75.3,76.02,76.72,77.41,78.08,78.73,79.37,80,4,86.49
2024,4305306,Municipal,47.5,76.02,76.72,77.41,78.08,78.73,79.37,80,1,89.39
2023,5216007,Municipal,75.3,76.04,76.74,77.42,78.08,78.74,79.38,80,4,93.48
2024,5216007,Municipal,84.18,76.04,76.74,77.42,78.08,78.74,79.38,80,5,91.43
2024,4304200,Municipal,53.2,76.07,76.76,77.43,78.1,78.74,79.38,80,2,92.42
2024,5220157,Municipal,85.76,76.07,76.76,77.43,78.1,78.74,79.38,80,5,96.97
2023,4304200,Municipal,75.4,76.07,76.76,77.43,78.1,78.74,79.38,80,4,89.4
2023,5220157,Municipal,75.4,76.07,76.76,77.43,78.1,78.74,79.38,80,4,90.91
2024,2311900,Municipal,81.55,76.08,76.77,77.44,78.1,78.75,79.38,80,5,97.92
2023,2307502,Municipal,75.4,76.08,76.77,77.44,78.1,78.75,79.38,80,4,96.84
2023,2311900,Municipal,75.4,76.08,76.77,77.44,78.1,78.75,79.38,80,4,96.09
2024,2612471,Municipal,87.09,76.08,76.77,77.44,78.1,78.75,79.38,80,5,98.41
2024,2307502,Municipal,74.29,76.08,76.77,77.44,78.1,78.75,79.38,80,4,99.19
2023,2612471,Municipal,75.4,76.08,76.77,77.44,78.1,78.75,79.38,80,4,97.03
2024,2111953,Municipal,80.65,76.09,76.78,77.45,78.11,78.75,79.38,80,5,100
2023,2111953,Municipal,75.4,76.09,76.78,77.45,78.11,78.75,79.38,80,4,95.12
2023,5003751,Municipal,75.4,76.1,76.78,77.45,78.11,78.76,79.38,80,4,86.9
2024,5003751,Municipal,56.45,76.1,76.78,77.45,78.11,78.76,79.38,80,2,93.12
2024,3165909,Municipal,90.34,76.11,76.79,77.46,78.12,78.76,79.39,80,5,96.97
2023,3165909,Municipal,75.4,76.11,76.79,77.46,78.12,78.76,79.39,80,4,86.67
2023,4102406,Municipal,75.4,76.11,76.79,77.46,78.12,78.76,79.39,80,4,88.6
2024,4102406,Municipal,72.78,76.11,76.79,77.46,78.12,78.76,79.39,80,4,89.88
2023,4101606,Municipal,75.4,76.12,76.8,77.47,78.12,78.76,79.39,80,4,92.67
2024,4101606,Municipal,67.63,76.12,76.8,77.47,78.12,78.76,79.39,80,3,90
2023,2109239,Municipal,75.5,76.15,76.82,77.49,78.14,78.77,79.39,80,4,98.25
2024,2109239,Municipal,74.73,76.15,76.82,77.49,78.14,78.77,79.39,80,4,94.44
2024,4203105,Municipal,27.3,76.16,76.83,77.49,78.14,78.77,79.39,80,0,73.81
2023,4203105,Municipal,75.5,76.16,76.83,77.49,78.14,78.77,79.39,80,4,79.55
2024,4111209,Municipal,75.37,76.17,76.84,77.5,78.14,78.78,79.39,80,4,94.06
2023,4111209,Municipal,75.5,76.17,76.84,77.5,78.14,78.78,79.39,80,4,92.59
2023,3168507,Municipal,75.5,76.18,76.85,77.51,78.15,78.78,79.4,80,4,97.47
2024,2301307,Municipal,77.22,76.18,76.85,77.51,78.15,78.78,79.4,80,4,99.65
2023,2301307,Municipal,75.5,76.18,76.85,77.51,78.15,78.78,79.4,80,4,96.41
2024,3168507,Municipal,75.97,76.18,76.85,77.51,78.15,78.78,79.4,80,4,97.3
2024,4304309,Municipal,48.4,76.2,76.87,77.52,78.16,78.79,79.4,80,1,94.59
2023,4304309,Municipal,75.5,76.2,76.87,77.52,78.16,78.79,79.4,80,4,83.33
2024,2109403,Municipal,68.97,76.22,76.88,77.53,78.17,78.79,79.4,80,3,83.18
2023,2109403,Municipal,75.5,76.22,76.88,77.53,78.17,78.79,79.4,80,4,87.39
2023,2512408,Municipal,75.6,76.24,76.9,77.55,78.18,78.8,79.41,80,4,99.45
2024,2512408,Municipal,62.11,76.24,76.9,77.55,78.18,78.8,79.41,80,3,97.22
2024,3536000,Municipal,73.38,76.25,76.91,77.55,78.18,78.8,79.41,80,4,94.23
2024,5106802,Municipal,74.29,76.25,76.91,77.55,78.18,78.8,79.41,80,4,86.02
2023,5106802,Municipal,75.6,76.25,76.91,77.55,78.18,78.8,79.41,80,4,85.29
2023,3536000,Municipal,75.6,76.25,76.91,77.55,78.18,78.8,79.41,80,4,98.29
2023,5221700,Municipal,75.6,76.25,76.91,77.55,78.18,78.8,79.41,80,4,85.61
2024,5221700,Municipal,97.73,76.25,76.91,77.55,78.18,78.8,79.41,80,5,100
2023,3145307,Municipal,75.6,76.27,76.92,77.56,78.19,78.81,79.41,80,4,93
2024,3145307,Municipal,81.88,76.27,76.92,77.56,78.19,78.81,79.41,80,5,95.24
2024,4101853,Municipal,69.82,76.27,76.92,77.56,78.19,78.81,79.41,80,3,83.87
2023,4101853,Municipal,75.6,76.27,76.92,77.56,78.19,78.81,79.41,80,4,92.31
2023,4315800,Municipal,75.6,76.28,76.93,77.57,78.19,78.81,79.41,80,4,74.53
2024,2511103,Municipal,83.68,76.28,76.93,77.57,78.19,78.81,79.41,80,5,98.53
2024,4315800,Municipal,45,76.28,76.93,77.57,78.19,78.81,79.41,80,1,84.69
2023,2511103,Municipal,75.6,76.28,76.93,77.57,78.19,78.81,79.41,80,4,98.51
2023,2208304,Municipal,75.6,76.3,76.95,77.58,78.21,78.82,79.41,80,4,97.74
2024,2208304,Municipal,82.48,76.3,76.95,77.58,78.21,78.82,79.41,80,5,98.99
2024,5213087,Municipal,81.44,76.32,76.96,77.59,78.21,78.82,79.42,80,5,94.83
2023,5213087,Municipal,75.7,76.32,76.96,77.59,78.21,78.82,79.42,80,4,90.83
2024,4206801,Municipal,54.41,76.34,76.98,77.61,78.23,78.83,79.42,80,2,83.33
2024,4300877,Municipal,43.5,76.34,76.98,77.61,78.23,78.83,79.42,80,1,76.15
2023,4112306,Municipal,75.7,76.34,76.98,77.61,78.23,78.83,79.42,80,4,87.69
2023,4300877,Municipal,75.7,76.34,76.98,77.61,78.23,78.83,79.42,80,4,73.86
2024,4112306,Municipal,64.46,76.34,76.98,77.61,78.23,78.83,79.42,80,3,90
2023,4206801,Municipal,75.7,76.34,76.98,77.61,78.23,78.83,79.42,80,4,80.39
2024,4201653,Municipal,77.94,76.36,77,77.62,78.23,78.84,79.42,80,4,76.47
2023,4201653,Municipal,75.7,76.36,77,77.62,78.23,78.84,79.42,80,4,91.67
2024,4316303,Municipal,76,76.36,77,77.62,78.23,78.84,79.42,80,4,85.71
2023,4316303,Municipal,75.7,76.36,77,77.62,78.23,78.84,79.42,80,4,84.21
2023,5203500,Municipal,75.8,76.39,77.02,77.64,78.25,78.85,79.43,80,4,90.94
2023,3153301,Municipal,75.8,76.39,77.02,77.64,78.25,78.85,79.43,80,4,97.22
2024,3153301,Municipal,79.86,76.39,77.02,77.64,78.25,78.85,79.43,80,4,93.62
2024,5203500,Municipal,81.51,76.39,77.02,77.64,78.25,78.85,79.43,80,5,96.1
2023,4119905,Municipal,75.8,76.43,77.05,77.66,78.27,78.86,79.43,80,4,85.17
2024,4119905,Municipal,75.9,76.43,77.05,77.66,78.27,78.86,79.43,80,4,85.83
2023,4102307,Municipal,75.8,76.46,77.08,77.69,78.28,78.87,79.44,80,4,93.78
2024,4102307,Municipal,75.18,76.46,77.08,77.69,78.28,78.87,79.44,80,4,88.98
2023,4100301,Municipal,75.8,76.47,77.09,77.69,78.29,78.87,79.44,80,4,91.62
2024,4100301,Municipal,87.51,76.47,77.09,77.69,78.29,78.87,79.44,80,5,89.17
2024,4312054,Municipal,47.8,76.49,77.11,77.71,78.3,78.88,79.44,80,1,89.29
2023,4312054,Municipal,75.9,76.49,77.11,77.71,78.3,78.88,79.44,80,4,85.71
2023,1303205,Municipal,75.9,76.5,77.11,77.71,78.3,78.88,79.45,80,4,82.47
2024,1303205,Municipal,57.09,76.5,77.11,77.71,78.3,78.88,79.45,80,2,81.48
2023,2612208,Municipal,75.9,76.55,77.15,77.75,78.33,78.9,79.45,80,4,95.82
2024,2612208,Municipal,75.13,76.55,77.15,77.75,78.33,78.9,79.45,80,4,96.92
2024,2511905,Municipal,51.59,76.57,77.17,77.76,78.33,78.9,79.46,80,2,87.08
2023,4107553,Municipal,76,76.57,77.17,77.76,78.33,78.9,79.46,80,4,92.31
2024,3111408,Municipal,52.14,76.57,77.17,77.76,78.33,78.9,79.46,80,2,80.83
2024,4107553,Municipal,96.3,76.57,77.17,77.76,78.33,78.9,79.46,80,5,90.74
2023,3111408,Municipal,76,76.57,77.17,77.76,78.33,78.9,79.46,80,4,87.34
2023,2511905,Municipal,76,76.57,77.17,77.76,78.33,78.9,79.46,80,4,84.87
2023,3111705,Municipal,76,76.58,77.18,77.76,78.34,78.9,79.46,80,4,91.3
2024,3515350,Municipal,69.86,76.58,77.18,77.76,78.34,78.9,79.46,80,3,86.3
2023,3515350,Municipal,76,76.58,77.18,77.76,78.34,78.9,79.46,80,4,87.5
2024,3111705,Municipal,87.5,76.58,77.18,77.76,78.34,78.9,79.46,80,5,100
2024,5202601,Municipal,93.75,76.59,77.18,77.77,78.34,78.91,79.46,80,5,100
2024,4101507,Municipal,70.97,76.59,77.18,77.77,78.34,78.91,79.46,80,4,86.89
2023,4101507,Municipal,76,76.59,77.18,77.77,78.34,78.91,79.46,80,4,88.37
2023,5202601,Municipal,76,76.59,77.18,77.77,78.34,78.91,79.46,80,4,89.19
2023,1300102,Municipal,76,76.6,77.19,77.77,78.35,78.91,79.46,80,4,93.27
2024,1300102,Municipal,77.45,76.6,77.19,77.77,78.35,78.91,79.46,80,4,90.43
2024,2210102,Municipal,75,76.6,77.2,77.78,78.35,78.91,79.46,80,4,100
2023,2210102,Municipal,76,76.6,77.2,77.78,78.35,78.91,79.46,80,4,96.15
2024,4315750,Municipal,42.1,76.61,77.2,77.78,78.35,78.91,79.46,80,1,100
2023,4315750,Municipal,76,76.61,77.2,77.78,78.35,78.91,79.46,80,4,84.85
2023,4317905,Municipal,76,76.62,77.21,77.79,78.36,78.92,79.46,80,4,91.8
2024,4317905,Municipal,60.5,76.62,77.21,77.79,78.36,78.92,79.46,80,3,98.15
2024,2309706,Municipal,78.36,76.63,77.22,77.79,78.36,78.92,79.46,80,4,98.66
2023,2309706,Municipal,76,76.63,77.22,77.79,78.36,78.92,79.46,80,4,95.79
2023,4101705,Municipal,76.1,76.65,77.23,77.81,78.37,78.92,79.47,80,4,87.68
2024,4101705,Municipal,77.54,76.65,77.23,77.81,78.37,78.92,79.47,80,4,92.51
2024,4216404,Municipal,76.69,,77.27,77.84,78.39,78.94,79.47,80,4,79.31
2023,4216404,Municipal,,,77.27,77.84,78.39,78.94,79.47,80,,
2023,1100296,Municipal,76.1,76.7,77.27,77.84,78.39,78.94,79.47,80,4,97.87
2024,1100296,Municipal,83.36,76.7,77.27,77.84,78.39,78.94,79.47,80,5,91.76
2023,2613909,Municipal,76.1,76.71,77.29,77.85,78.4,78.94,79.48,80,4,92.96
2024,2613909,Municipal,77.92,76.71,77.29,77.85,78.4,78.94,79.48,80,4,96.34
2024,2608057,Municipal,68.05,76.72,77.29,77.85,78.41,78.95,79.48,80,3,92.44
2023,2608057,Municipal,76.1,76.72,77.29,77.85,78.41,78.95,79.48,80,4,88.76
2023,5218300,Municipal,76.2,76.74,77.31,77.87,78.41,78.95,79.48,80,4,91.76
2024,5218300,Municipal,80.95,76.74,77.31,77.87,78.41,78.95,79.48,80,5,98.27
2024,5206602,Municipal,72.73,76.76,77.33,77.88,78.43,78.96,79.49,80,4,91.67
2023,5206602,Municipal,76.2,76.76,77.33,77.88,78.43,78.96,79.49,80,4,91.3
2024,4217758,Municipal,73.21,76.76,77.33,77.88,78.43,78.96,79.49,80,4,89.66
2023,4217758,Municipal,76.2,76.76,77.33,77.88,78.43,78.96,79.49,80,4,87.5
2024,5209937,Municipal,87.01,76.77,77.33,77.89,78.43,78.96,79.49,80,5,97.18
2023,5209937,Municipal,76.2,76.77,77.33,77.89,78.43,78.96,79.49,80,4,90.79
2023,2104677,Municipal,76.2,76.8,77.35,77.9,78.44,78.97,79.49,80,4,89.11
2024,2104677,Municipal,60.92,76.8,77.35,77.9,78.44,78.97,79.49,80,3,86.73
2024,4120408,Municipal,62.98,76.81,77.36,77.91,78.45,78.97,79.49,80,3,81.13
2023,4120408,Municipal,76.2,76.81,77.36,77.91,78.45,78.97,79.49,80,4,90.2
2024,2100956,Municipal,74.44,76.81,77.37,77.91,78.45,78.98,79.49,80,4,100
2023,4111902,Municipal,76.3,76.81,77.37,77.91,78.45,78.98,79.49,80,4,87.39
2024,4111902,Municipal,62.26,76.81,77.37,77.91,78.45,78.98,79.49,80,3,82.01
2023,4123857,Municipal,76.3,76.81,77.37,77.91,78.45,78.98,79.49,80,4,89.91
2023,2100956,Municipal,76.3,76.81,77.37,77.91,78.45,78.98,79.49,80,4,96.28
2024,4123857,Municipal,70.26,76.81,77.37,77.91,78.45,78.98,79.49,80,4,89.33
2023,3158805,Municipal,76.3,76.82,77.38,77.92,78.45,78.98,79.49,80,4,92.86
2024,5107156,Municipal,83.86,76.82,77.38,77.92,78.45,78.98,79.49,80,5,89.29
2024,2108108,Municipal,90.57,76.82,77.38,77.92,78.45,78.98,79.49,80,5,99.53
2024,3158805,Municipal,86.67,76.82,77.38,77.92,78.45,78.98,79.49,80,5,93.75
2023,5107156,Municipal,76.3,76.82,77.38,77.92,78.45,78.98,79.49,80,4,81.25
2023,2108108,Municipal,76.3,76.82,77.38,77.92,78.45,78.98,79.49,80,4,95.09
2023,3162005,Municipal,76.3,76.83,77.38,77.92,78.46,78.98,79.5,80,4,96.65
2024,3162005,Municipal,76.14,76.83,77.38,77.92,78.46,78.98,79.5,80,4,93.25
2023,5200308,Municipal,76.3,76.84,77.39,77.93,78.46,78.98,79.5,80,4,85.44
2024,5200308,Municipal,75.79,76.84,77.39,77.93,78.46,78.98,79.5,80,4,91.06
2024,4309001,Municipal,46.3,76.85,77.4,77.94,78.47,78.99,79.5,80,1,97.67
2023,4309001,Municipal,76.3,76.85,77.4,77.94,78.47,78.99,79.5,80,4,91.51
2024,4319158,Municipal,47.5,76.86,77.4,77.94,78.47,78.99,79.5,80,1,96.83
2023,4322541,Municipal,76.3,76.86,77.4,77.94,78.47,78.99,79.5,80,4,90.38
2024,4322541,Municipal,35,76.86,77.4,77.94,78.47,78.99,79.5,80,0,83.33
2023,4319158,Municipal,76.3,76.86,77.4,77.94,78.47,78.99,79.5,80,4,86.21
2023,4128633,Municipal,76.3,76.87,77.42,77.95,78.48,78.99,79.5,80,4,78.33
2024,4128633,Municipal,69.45,76.87,77.42,77.95,78.48,78.99,79.5,80,3,92.75
2024,3202603,Municipal,75.87,76.89,77.43,77.96,78.49,79,79.5,80,4,95.04
2023,3202603,Municipal,76.3,76.89,77.43,77.96,78.49,79,79.5,80,4,82.07
2023,5006275,Municipal,76.4,76.92,77.46,77.98,78.5,79.01,79.51,80,4,94.07
2024,4216701,Municipal,82.26,76.92,77.46,77.98,78.5,79.01,79.51,80,5,89.83
2024,5006275,Municipal,78.5,76.92,77.46,77.98,78.5,79.01,79.51,80,4,99.26
2023,4216701,Municipal,76.4,76.92,77.46,77.98,78.5,79.01,79.51,80,4,88.55
2024,3115508,Municipal,78.2,76.93,77.47,77.99,78.51,79.01,79.51,80,4,87.74
2024,3525854,Municipal,50.81,76.93,77.47,77.99,78.51,79.01,79.51,80,2,89.13
2023,3525854,Municipal,76.4,76.93,77.47,77.99,78.51,79.01,79.51,80,4,90.48
2024,4107900,Municipal,74.01,76.93,77.47,77.99,78.51,79.01,79.51,80,4,94.35
2023,4107900,Municipal,76.4,76.93,77.47,77.99,78.51,79.01,79.51,80,4,85.96
2023,3115508,Municipal,76.4,76.93,77.47,77.99,78.51,79.01,79.51,80,4,88.89
2024,4115309,Municipal,66.98,76.94,77.47,78,78.51,79.02,79.51,80,3,91.95
2023,4204301,Municipal,76.4,76.94,77.47,78,78.51,79.02,79.51,80,4,86.44
2024,4204301,Municipal,75.26,76.94,77.47,78,78.51,79.02,79.51,80,4,83.84
2023,4115309,Municipal,76.4,76.94,77.47,78,78.51,79.02,79.51,80,4,85.42
2024,2106375,Municipal,97.62,76.95,77.48,78,78.51,79.02,79.51,80,5,94.57
2023,2106375,Municipal,76.4,76.95,77.48,78,78.51,79.02,79.51,80,4,95.14
2024,3133907,Municipal,76.97,,77.49,78.01,78.52,79.02,79.52,80,4,89.47
2023,3133907,Municipal,,,77.49,78.01,78.52,79.02,79.52,80,,
2023,2604908,Municipal,76.4,76.97,77.49,78.01,78.52,79.02,79.52,80,4,95.18
2024,2604908,Municipal,95.06,76.97,77.49,78.01,78.52,79.02,79.52,80,5,100
2023,2701100,Municipal,76.4,76.97,77.5,78.02,78.53,79.03,79.52,80,4,96.61
2024,2701100,Municipal,79.89,76.97,77.5,78.02,78.53,79.03,79.52,80,4,92.19
2024,4216800,Municipal,65.03,77,77.52,78.03,78.54,79.03,79.52,80,3,77.08
2023,3165560,Municipal,76.5,77,77.52,78.03,78.54,79.03,79.52,80,4,100
2024,4319125,Municipal,46.2,77,77.52,78.03,78.54,79.03,79.52,80,1,86.67
2023,4319125,Municipal,76.5,77,77.52,78.03,78.54,79.03,79.52,80,4,73.91
